shipment_id,shipment_date,carrier,origin,destination,region,shipping_mode,priority,weight,distance,shipping_cost,promised_delivery_days,actual_delivery_days,delivery_status,is_delayed
SHP100449,2025-09-02,DHL,Delhi,Ahmedabad,North,Road,Standard,20.72,493,1051.8,5,6,Delivered,0
SHP100450,2025-09-02,FedEx,Hyderabad,Lucknow,East,Sea,High,18.0,124,651.35,11,13,Delivered,0
SHP100451,2025-09-03,UPS,Delhi,Kochi,West,Air,Standard,8.25,2333,1741.55,5,5,Delivered,0
SHP100452,2025-09-04,BlueDart,Delhi,Thiruvananthapuram,North,Road,Standard,1.83,141,379.7,5,5,Delivered,0
SHP100453,2025-09-04,Delhivery,Chennai,Pune,East,Air,Standard,7.83,947,1240.03,3,3,Delivered,0
SHP100454,2025-09-05,Delhivery,Chennai,Thiruvananthapuram,East,Road,Standard,2.77,1571,1110.75,5,5,Delivered,0
SHP100455,2025-09-05,BlueDart,Bengaluru,Pune,North,Road,Standard,4.24,98,417.61,4,5,Delivered,0
SHP100456,2025-09-06,FedEx,Hyderabad,Jaipur,Central,Sea,Standard,4.48,444,453.75,11,11,Delivered,0
SHP100457,2025-09-06,Delhivery,Delhi,Pune,East,Road,Standard,2.75,1220,807.99,5,4,Delivered,0
SHP100458,2025-09-07,UPS,Bengaluru,Thiruvananthapuram,Central,Road,Express,7.85,659,736.26,6,7,Delayed,1
SHP100459,2025-09-07,FedEx,Delhi,Thiruvananthapuram,North,Air,Standard,3.87,625,967.72,3,10,Delayed,1
SHP100460,2025-09-08,UPS,Mumbai,Ahmedabad,Central,Air,Standard,5.69,1809,1449.25,4,5,Delivered,0
SHP100461,2025-09-08,DHL,Kolkata,Ahmedabad,South,Air,Standard,4.51,2452,1765.61,5,6,Delivered,0
SHP100462,2025-09-09,FedEx,Kolkata,Kochi,West,Air,High,9.33,134,983.56,3,2,Delivered,0
SHP100463,2025-09-10,Delhivery,Delhi,Thiruvananthapuram,East,Rail,High,8.89,857,779.07,7,7,Delivered,0
SHP100464,2025-09-10,FedEx,Bengaluru,Jaipur,West,Road,Express,5.37,121,312.63,5,5,Delivered,0
SHP100465,2025-09-11,FedEx,Chennai,Pune,Central,Road,High,9.64,1400,1024.11,5,5,Delivered,0
SHP100466,2025-09-11,FedEx,Hyderabad,Kochi,East,Air,Standard,14.55,310,1298.3,2,7,Delayed,1
SHP100467,2025-09-12,FedEx,Delhi,Lucknow,Central,Rail,Standard,0.97,532,486.85,5,6,Delivered,0
SHP100468,2025-09-12,UPS,Delhi,Lucknow,South,Road,Express,4.32,1625,1012.74,6,7,Delivered,0
SHP100469,2025-09-13,DHL,Hyderabad,Pune,North,Air,Express,3.2,1461,1387.12,5,4,Delivered,0
SHP100470,2025-09-13,BlueDart,Chennai,Pune,East,Road,Standard,4.03,1547,879.46,5,13,Delayed,1
SHP100471,2025-09-14,FedEx,Delhi,Pune,South,Road,Standard,0.81,1231,667.26,5,5,Delivered,0
SHP100472,2025-09-14,Delhivery,Mumbai,Ahmedabad,South,Air,High,0.93,1296,1225.85,4,3,Delivered,0
SHP100473,2025-09-15,FedEx,Chennai,Pune,East,Road,Express,4.62,960,660.72,4,4,Delivered,0
SHP100474,2025-09-16,Delhivery,Mumbai,Lucknow,Central,Road,Standard,4.53,164,401.43,4,4,Delivered,0
SHP100475,2025-09-16,UPS,Kolkata,Pune,South,Air,Express,15.87,1133,1525.32,4,5,Delivered,0
SHP100476,2025-09-17,Delhivery,Hyderabad,Thiruvananthapuram,West,Sea,Standard,7.43,128,276.05,11,12,Delayed,1
SHP100477,2025-09-17,BlueDart,Chennai,Jaipur,South,Rail,Standard,9.48,1248,1059.05,8,9,Delivered,0
SHP100478,2025-09-18,DHL,Chennai,Lucknow,Central,Road,Standard,49.24,148,1889.73,4,4,Delivered,0
SHP100479,2025-09-18,Delhivery,Bengaluru,Jaipur,Central,Road,Standard,0.98,1781,915.22,5,5,Delivered,0
SHP100480,2025-09-19,Delhivery,Bengaluru,Lucknow,West,Road,Standard,18.94,1678,1384.41,6,6,Delivered,0
SHP100481,2025-09-19,DHL,Hyderabad,Kochi,South,Road,Express,6.52,2274,1189.13,7,7,Delivered,0
SHP100482,2025-09-20,BlueDart,Chennai,Thiruvananthapuram,Central,Road,Standard,4.91,1949,1284.64,7,10,Delayed,1
SHP100483,2025-09-20,FedEx,Kolkata,Lucknow,East,Air,Standard,4.37,1095,1237.54,4,4,Delivered,0
SHP100484,2025-09-21,Delhivery,Delhi,Thiruvananthapuram,North,Road,Standard,8.44,525,628.02,5,5,Delivered,0
SHP100485,2025-09-22,DHL,Hyderabad,Lucknow,North,Rail,Standard,4.94,2348,1298.77,8,7,Delivered,0
SHP100486,2025-09-22,UPS,Hyderabad,Jaipur,North,Road,High,2.68,1481,753.85,8,8,Delivered,0
SHP100487,2025-09-23,DHL,Bengaluru,Jaipur,South,Air,Express,4.49,2222,1750.31,5,7,Delivered,0
SHP100488,2025-09-23,UPS,Kolkata,Lucknow,West,Rail,High,8.6,341,738.43,6,7,Delivered,0
SHP100489,2025-09-24,BlueDart,Hyderabad,Lucknow,Central,Air,High,10.59,1928,1723.85,4,5,Delivered,0
SHP100490,2025-09-24,FedEx,Kolkata,Ahmedabad,East,Air,Standard,20.16,976,1851.88,3,4,Delivered,0
SHP100491,2025-09-25,DHL,Hyderabad,Thiruvananthapuram,East,Air,Standard,7.21,1174,1345.65,2,10,Delayed,1
SHP100492,2025-09-25,Delhivery,Bengaluru,Thiruvananthapuram,South,Road,Express,15.1,2346,1765.19,7,8,Delivered,0
SHP100493,2025-09-26,BlueDart,Delhi,Thiruvananthapuram,North,Rail,High,5.85,1636,1075.83,9,9,Delivered,0
SHP100494,2025-09-26,DHL,Bengaluru,Thiruvananthapuram,South,Road,Express,6.43,171,479.01,4,5,Delivered,0
SHP100495,2025-09-27,Delhivery,Hyderabad,Kochi,West,Air,Express,6.19,206,1043.67,3,3,Delivered,0
SHP100496,2025-09-28,DHL,Kolkata,Kochi,West,Rail,Express,7.81,159,551.49,6,7,Delivered,0
SHP100497,2025-09-28,UPS,Mumbai,Pune,Central,Rail,Standard,11.83,1927,1394.14,8,8,Delivered,0
SHP100498,2025-09-29,DHL,Bengaluru,Lucknow,Central,Rail,Standard,4.79,1062,643.43,7,7,Delivered,0
SHP100499,2025-09-29,DHL,Kolkata,Lucknow,West,Air,Express,3.34,995,1049.28,3,2,Delivered,0
SHP100500,2025-09-30,DHL,Bengaluru,Lucknow,West,Road,Express,12.45,773,935.16,5,5,Delivered,0
SHP100501,2025-09-30,BlueDart,Hyderabad,Lucknow,West,Sea,Standard,11.88,104,626.58,10,18,Delayed,1
SHP100502,2025-10-01,DHL,Kolkata,Thiruvananthapuram,South,Rail,Standard,16.61,235,819.21,8,9,Delivered,0
SHP100503,2025-10-01,Delhivery,Delhi,Thiruvananthapuram,West,Air,Standard,4.25,1892,1519.25,5,6,Delivered,0
SHP100504,2025-10-02,UPS,Kolkata,Kochi,East,Air,Standard,5.7,1633,1369.52,4,4,Delivered,0
SHP100505,2025-10-02,UPS,Chennai,Jaipur,North,Road,High,12.75,2046,1392.47,7,10,Delayed,1
SHP100506,2025-10-03,DHL,Mumbai,Ahmedabad,West,Sea,Standard,4.75,1813,1022.63,11,10,Delivered,0
SHP100507,2025-10-04,BlueDart,Hyderabad,Thiruvananthapuram,North,Road,Standard,10.3,1160,936.85,5,6,Delivered,0
SHP100508,2025-10-04,BlueDart,Kolkata,Thiruvananthapuram,South,Road,Standard,5.86,1708,1017.37,6,7,Delivered,0
SHP100509,2025-10-05,Delhivery,Hyderabad,Thiruvananthapuram,North,Air,Express,8.41,98,936.7,3,4,Delayed,1
SHP100510,2025-10-05,DHL,Bengaluru,Jaipur,South,Road,Standard,2.64,1487,990.41,5,6,Delivered,0
SHP100511,2025-10-06,UPS,Bengaluru,Jaipur,East,Rail,Standard,7.15,1296,1001.05,8,9,Delivered,0
SHP100512,2025-10-06,BlueDart,Kolkata,Kochi,South,Road,Standard,14.36,2364,1652.41,7,7,Delivered,0
SHP100513,2025-10-07,DHL,Chennai,Thiruvananthapuram,South,Rail,Standard,11.2,1490,1177.39,8,15,Delayed,1
SHP100514,2025-10-07,BlueDart,Kolkata,Ahmedabad,Central,Sea,Standard,3.17,356,389.54,10,16,Delayed,1
SHP100515,2025-10-08,BlueDart,Delhi,Lucknow,West,Air,Standard,19.16,824,1581.49,3,6,Delayed,1
SHP100516,2025-10-08,UPS,Chennai,Thiruvananthapuram,West,Road,High,13.81,631,858.16,5,5,Delivered,0
SHP100517,2025-10-09,FedEx,Hyderabad,Kochi,East,Air,Standard,2.74,1256,1296.87,4,5,Delivered,0
SHP100518,2025-10-10,Delhivery,Kolkata,Kochi,East,Rail,Standard,4.52,718,610.42,7,8,Delivered,0
SHP100519,2025-10-10,Delhivery,Hyderabad,Ahmedabad,West,Road,Express,2.87,316,321.36,5,5,Delivered,0
SHP100520,2025-10-11,UPS,Mumbai,Pune,Central,Road,Standard,8.57,1077,1007.61,4,5,Delivered,0
SHP100521,2025-10-11,BlueDart,Chennai,Kochi,West,Rail,Express,4.37,2182,1105.39,8,8,Delivered,0
SHP100522,2025-10-12,DHL,Kolkata,Jaipur,Central,Road,Standard,1.19,2083,1199.22,5,6,Delivered,0
SHP100523,2025-10-12,BlueDart,Mumbai,Jaipur,East,Sea,Standard,6.41,1539,986.95,10,11,Delivered,0
SHP100524,2025-10-13,UPS,Kolkata,Lucknow,North,Road,Express,12.13,2236,1439.44,5,5,Delivered,0
SHP100525,2025-10-13,Delhivery,Delhi,Kochi,East,Air,High,7.25,1287,1404.24,4,4,Delivered,0
SHP100526,2025-10-14,BlueDart,Bengaluru,Lucknow,East,Road,Standard,9.69,1471,1077.88,6,6,Delivered,0
SHP100527,2025-10-14,Delhivery,Hyderabad,Kochi,South,Rail,Standard,7.74,2086,1360.34,7,6,Delivered,0
SHP100528,2025-10-15,DHL,Kolkata,Ahmedabad,South,Road,Standard,10.9,1301,1130.38,6,8,Delivered,0
SHP100529,2025-10-16,Delhivery,Chennai,Thiruvananthapuram,South,Rail,High,8.21,1474,1094.1,8,8,Delivered,0
SHP100530,2025-10-16,Delhivery,Kolkata,Kochi,South,Sea,High,6.16,452,539.21,11,10,Delivered,0
SHP100531,2025-10-17,FedEx,Kolkata,Pune,Central,Air,Standard,7.19,1600,1524.04,4,4,Delivered,0
SHP100532,2025-10-17,FedEx,Kolkata,Jaipur,West,Sea,Standard,17.0,2328,1745.08,12,14,Delivered,0
SHP100533,2025-10-18,FedEx,Kolkata,Ahmedabad,North,Air,Standard,10.06,928,1427.33,4,4,Delivered,0
SHP100534,2025-10-18,Delhivery,Chennai,Thiruvananthapuram,East,Air,Standard,3.16,1425,1296.23,3,3,Delivered,0
SHP100535,2025-10-19,UPS,Chennai,Thiruvananthapuram,Central,Air,Standard,7.11,2402,1923.12,5,6,Delivered,0
SHP100536,2025-10-19,Delhivery,Kolkata,Jaipur,North,Rail,Standard,8.47,2338,1483.65,8,8,Delivered,0
SHP100537,2025-10-20,UPS,Bengaluru,Thiruvananthapuram,Central,Road,Express,6.02,583,599.32,4,4,Delivered,0
SHP100538,2025-10-20,UPS,Kolkata,Lucknow,Central,Air,High,1.2,782,973.16,4,3,Delivered,0
SHP100539,2025-10-21,FedEx,Hyderabad,Ahmedabad,East,Road,High,3.42,2169,1285.44,8,9,Delivered,0
SHP100540,2025-10-22,BlueDart,Hyderabad,Pune,West,Road,Standard,4.95,394,502.85,4,5,Delivered,0
SHP100541,2025-10-22,DHL,Chennai,Jaipur,South,Air,Standard,20.56,2456,2337.65,5,5,Delivered,0
SHP100542,2025-10-23,FedEx,Hyderabad,Kochi,West,Rail,Express,9.34,1120,1047.36,7,7,Delivered,0
SHP100543,2025-10-23,FedEx,Hyderabad,Kochi,East,Rail,Standard,1.78,362,566.33,7,8,Delivered,0
SHP100544,2025-10-24,BlueDart,Delhi,Kochi,East,Road,Express,6.3,337,486.28,6,6,Delivered,0
SHP100545,2025-10-24,DHL,Kolkata,Ahmedabad,East,Sea,Standard,15.34,654,850.1,10,10,Delivered,0
SHP100546,2025-10-25,Delhivery,Kolkata,Pune,North,Road,Standard,4.32,653,597.68,5,6,Delivered,0
SHP100547,2025-10-25,Delhivery,Kolkata,Thiruvananthapuram,West,Sea,Standard,13.06,1122,995.93,10,17,Delayed,1
SHP100548,2025-10-26,FedEx,Kolkata,Pune,West,Road,Standard,1.83,1632,950.34,5,6,Delivered,0
SHP100549,2025-10-26,DHL,Mumbai,Pune,Central,Road,Express,0.39,502,369.01,4,4,Delivered,0
SHP100550,2025-10-27,FedEx,Kolkata,Jaipur,Central,Air,Standard,14.32,1569,1658.59,4,4,Delivered,0
SHP100551,2025-10-28,UPS,Chennai,Ahmedabad,Central,Rail,Standard,4.76,1476,1075.01,8,9,Delivered,0
SHP100552,2025-10-28,FedEx,Chennai,Kochi,East,Road,Standard,5.05,837,735.99,5,5,Delivered,0
SHP100553,2025-10-29,FedEx,Mumbai,Jaipur,West,Air,Express,7.69,1184,1344.06,4,4,Delivered,0
SHP100554,2025-10-29,Delhivery,Kolkata,Thiruvananthapuram,East,Air,Standard,9.13,1654,1647.44,4,7,Delayed,1
SHP100555,2025-10-30,Delhivery,Bengaluru,Pune,North,Road,Standard,0.6,508,540.87,5,5,Delivered,0
SHP100556,2025-10-30,Delhivery,Kolkata,Kochi,Central,Road,Standard,4.06,2101,1137.18,6,6,Delivered,0
SHP100557,2025-10-31,UPS,Chennai,Ahmedabad,East,Road,Standard,7.02,283,538.28,4,4,Delivered,0
SHP100558,2025-10-31,Delhivery,Delhi,Lucknow,East,Rail,Standard,9.11,2323,1349.89,9,9,Delivered,0
SHP100559,2025-11-01,DHL,Hyderabad,Pune,North,Air,Express,3.13,2412,1734.92,4,5,Delivered,0
SHP100560,2025-11-01,BlueDart,Delhi,Pune,South,Road,Standard,5.79,2072,1278.68,5,4,Delivered,0
SHP100561,2025-11-02,DHL,Bengaluru,Pune,West,Air,Standard,4.31,2323,1665.55,4,3,Delivered,0
SHP100562,2025-11-03,DHL,Kolkata,Pune,South,Rail,Express,7.87,386,580.86,6,6,Delivered,0
SHP100563,2025-11-03,Delhivery,Mumbai,Kochi,Central,Rail,Standard,13.99,1767,1425.81,7,7,Delivered,0
SHP100564,2025-11-04,BlueDart,Kolkata,Ahmedabad,East,Road,Standard,5.25,93,428.3,5,6,Delivered,0
SHP100565,2025-11-04,BlueDart,Bengaluru,Jaipur,North,Road,Standard,2.12,1940,981.61,6,8,Delivered,0
SHP100566,2025-11-05,BlueDart,Bengaluru,Kochi,North,Road,Standard,3.89,2041,1187.86,6,7,Delivered,0
SHP100567,2025-11-05,UPS,Hyderabad,Ahmedabad,West,Road,Express,19.04,1160,1315.59,5,5,Delivered,0
SHP100568,2025-11-06,Delhivery,Bengaluru,Jaipur,South,Rail,Express,3.43,802,634.16,7,8,Delivered,0
SHP100569,2025-11-06,BlueDart,Delhi,Pune,West,Road,Express,2.51,859,697.35,5,7,Delayed,1
SHP100570,2025-11-07,UPS,Hyderabad,Ahmedabad,East,Road,Express,5.02,1313,850.84,5,9,Delayed,1
SHP100571,2025-11-07,FedEx,Kolkata,Pune,West,Road,Standard,6.3,608,665.83,4,4,Delivered,0
SHP100572,2025-11-08,FedEx,Kolkata,Ahmedabad,North,Rail,Standard,4.51,877,611.1,7,6,Delivered,0
SHP100573,2025-11-09,UPS,Mumbai,Thiruvananthapuram,North,Road,Standard,1.84,423,304.5,5,5,Delivered,0
SHP100574,2025-11-09,UPS,Bengaluru,Lucknow,Central,Air,Standard,8.39,1382,1533.6,5,5,Delivered,0
SHP100575,2025-11-10,Delhivery,Bengaluru,Pune,Central,Road,High,7.87,288,554.24,5,6,Delivered,0
SHP100576,2025-11-10,Delhivery,Chennai,Pune,East,Rail,Express,10.64,720,790.44,8,8,Delivered,0
SHP100577,2025-11-11,FedEx,Hyderabad,Pune,South,Air,Standard,7.75,1391,1387.66,4,4,Delivered,0
SHP100578,2025-11-11,BlueDart,Chennai,Thiruvananthapuram,West,Air,Standard,18.06,2379,2265.0,6,6,Delivered,0
SHP100579,2025-11-12,FedEx,Hyderabad,Kochi,East,Air,Standard,11.19,2398,1889.68,6,6,Delivered,0
SHP100580,2025-11-12,BlueDart,Delhi,Jaipur,Central,Road,Standard,9.75,2027,1412.84,5,5,Delivered,0
SHP100581,2025-11-13,BlueDart,Hyderabad,Pune,West,Road,Standard,14.32,999,1089.39,5,6,Delivered,0
SHP100582,2025-11-13,Delhivery,Kolkata,Pune,Central,Road,Standard,7.43,1803,1072.97,6,12,Delayed,1
SHP100583,2025-11-14,DHL,Mumbai,Kochi,West,Road,Express,5.88,2124,1269.06,6,6,Delivered,0
SHP100584,2025-11-15,DHL,Hyderabad,Kochi,South,Road,Express,8.33,498,841.48,5,6,Delivered,0
SHP100585,2025-11-15,UPS,Hyderabad,Lucknow,East,Road,Standard,1.14,1829,1067.92,6,6,Delivered,0
SHP100586,2025-11-16,Delhivery,Hyderabad,Ahmedabad,West,Rail,Standard,7.44,1468,976.68,7,7,Delivered,0
SHP100587,2025-11-16,BlueDart,Mumbai,Pune,North,Road,Standard,6.29,1179,926.63,5,4,Delivered,0
SHP100588,2025-11-17,DHL,Bengaluru,Ahmedabad,North,Sea,Express,8.95,2236,1226.41,13,13,Delivered,0
SHP100589,2025-11-17,BlueDart,Mumbai,Kochi,West,Road,Express,13.09,1625,1185.39,6,6,Delivered,0
SHP100590,2025-11-18,DHL,Bengaluru,Kochi,West,Air,High,9.94,1150,1426.37,4,5,Delivered,0
SHP100591,2025-11-18,DHL,Kolkata,Lucknow,West,Road,Standard,3.9,1930,1154.02,6,6,Delivered,0
SHP100592,2025-11-19,DHL,Mumbai,Jaipur,North,Road,Express,11.74,1199,1116.05,6,7,Delivered,0
SHP100593,2025-11-19,Delhivery,Bengaluru,Thiruvananthapuram,North,Road,Standard,18.22,1037,1256.34,5,6,Delivered,0
SHP100594,2025-11-20,FedEx,Kolkata,Thiruvananthapuram,West,Air,Standard,13.31,182,1166.99,2,3,Delivered,0
SHP100595,2025-11-21,BlueDart,Kolkata,Thiruvananthapuram,Central,Air,Standard,2.3,1249,1115.2,3,2,Delivered,0
SHP100596,2025-11-21,Delhivery,Bengaluru,Kochi,Central,Rail,Standard,9.87,1983,1324.43,7,7,Delivered,0
SHP100597,2025-11-22,Delhivery,Bengaluru,Pune,South,Air,Express,2.6,1835,1551.71,4,8,Delayed,1
SHP100598,2025-11-22,Delhivery,Delhi,Lucknow,East,Rail,Standard,5.47,758,704.43,7,7,Delivered,0
SHP100599,2025-11-23,Delhivery,Kolkata,Jaipur,Central,Air,Standard,8.78,2048,1783.87,4,6,Delayed,1
SHP100600,2025-11-23,Delhivery,Bengaluru,Thiruvananthapuram,North,Road,Standard,8.01,1068,907.93,6,7,Delivered,0
SHP100601,2025-11-24,UPS,Kolkata,Lucknow,Central,Road,Standard,13.14,1185,1120.06,5,6,Delivered,0
SHP100602,2025-11-24,BlueDart,Mumbai,Kochi,South,Road,Standard,18.28,1687,1335.96,6,7,Delayed,1
SHP100603,2025-11-25,Delhivery,Chennai,Thiruvananthapuram,South,Road,Standard,9.37,1582,1225.12,5,5,Delivered,0
SHP100604,2025-11-25,BlueDart,Chennai,Jaipur,East,Air,Standard,5.17,1869,1572.68,4,3,Delivered,0
SHP100605,2025-11-26,UPS,Hyderabad,Ahmedabad,Central,Air,Standard,1.2,1265,1249.23,4,4,Delivered,0
SHP100606,2025-11-27,UPS,Bengaluru,Jaipur,North,Road,High,15.28,1011,932.18,6,7,Delivered,0
SHP100607,2025-11-27,BlueDart,Bengaluru,Pune,North,Road,Standard,6.32,1505,1130.61,6,9,Delayed,1
SHP100608,2025-11-28,DHL,Kolkata,Thiruvananthapuram,West,Sea,Standard,6.56,1141,708.19,11,11,Delivered,0
SHP100609,2025-11-28,FedEx,Hyderabad,Thiruvananthapuram,North,Rail,Standard,6.93,2058,1444.01,9,9,Delivered,0
SHP100610,2025-11-29,DHL,Bengaluru,Ahmedabad,East,Rail,Express,9.09,2122,1510.47,8,7,Delivered,0
SHP100611,2025-11-29,DHL,Kolkata,Ahmedabad,East,Rail,Express,9.27,1358,954.26,7,7,Delivered,0
SHP100612,2025-11-30,DHL,Bengaluru,Thiruvananthapuram,North,Road,Standard,5.54,1282,952.91,6,6,Delivered,0
SHP100613,2025-11-30,Delhivery,Kolkata,Pune,North,Air,Standard,6.27,673,1042.1,2,2,Delivered,0
SHP100614,2025-12-01,UPS,Bengaluru,Ahmedabad,West,Sea,Express,4.25,1501,821.66,13,12,Delivered,0
SHP100615,2025-12-01,DHL,Delhi,Kochi,North,Road,Express,3.9,2285,1221.32,6,6,Delivered,0
SHP100616,2025-12-02,UPS,Kolkata,Thiruvananthapuram,West,Road,Express,3.89,1107,800.78,6,13,Delayed,1
SHP100617,2025-12-03,BlueDart,Delhi,Jaipur,West,Air,Express,6.22,2294,1815.24,4,3,Delivered,0
SHP100618,2025-12-03,FedEx,Delhi,Jaipur,North,Road,Express,3.32,1039,638.51,5,5,Delivered,0
SHP100619,2025-12-04,BlueDart,Delhi,Pune,South,Road,Standard,0.36,2321,1197.14,5,5,Delivered,0
SHP100620,2025-12-04,BlueDart,Delhi,Kochi,South,Rail,Standard,5.1,2362,1320.95,9,8,Delivered,0
SHP100621,2025-12-05,Delhivery,Mumbai,Ahmedabad,West,Road,Express,2.42,1253,656.26,6,6,Delivered,0
SHP100622,2025-12-05,FedEx,Hyderabad,Thiruvananthapuram,North,Road,Express,7.27,895,758.16,5,9,Delayed,1
SHP100623,2025-12-06,BlueDart,Chennai,Jaipur,South,Sea,Standard,4.24,483,554.77,9,9,Delivered,0
SHP100624,2025-12-06,BlueDart,Mumbai,Jaipur,North,Air,High,9.16,972,1303.34,3,2,Delivered,0
SHP100625,2025-12-07,FedEx,Bengaluru,Jaipur,North,Road,Standard,2.62,147,197.09,4,5,Delivered,0
SHP100626,2025-12-07,FedEx,Bengaluru,Jaipur,North,Air,Standard,1.43,167,802.91,2,3,Delivered,0
SHP100627,2025-12-08,BlueDart,Hyderabad,Lucknow,Central,Road,Express,6.28,2344,1300.51,7,7,Delivered,0
SHP100628,2025-12-09,FedEx,Chennai,Pune,North,Sea,Standard,4.94,2128,1166.85,12,14,Delivered,0
SHP100629,2025-12-09,BlueDart,Chennai,Ahmedabad,Central,Air,Standard,2.24,1238,1209.6,3,3,Delivered,0
SHP100630,2025-12-10,BlueDart,Chennai,Thiruvananthapuram,West,Rail,Standard,11.19,1800,1417.4,8,7,Delivered,0
SHP100631,2025-12-10,Delhivery,Delhi,Thiruvananthapuram,South,Air,Standard,3.02,1454,1325.33,4,5,Delivered,0
SHP100632,2025-12-11,DHL,Mumbai,Thiruvananthapuram,South,Sea,Standard,3.76,2267,1092.34,12,18,Delayed,1
SHP100633,2025-12-11,BlueDart,Bengaluru,Ahmedabad,South,Rail,Standard,12.59,2260,1499.26,8,9,Delivered,0
SHP100634,2025-12-12,UPS,Mumbai,Pune,South,Rail,Standard,9.52,1723,1122.29,8,9,Delivered,0
SHP100635,2025-12-12,DHL,Mumbai,Kochi,South,Air,High,2.75,257,811.29,3,4,Delivered,0
SHP100636,2025-12-13,DHL,Mumbai,Pune,South,Sea,High,5.28,1461,1006.47,11,12,Delivered,0
SHP100637,2025-12-13,DHL,Chennai,Jaipur,South,Road,Standard,2.52,987,762.57,6,7,Delayed,1
SHP100638,2025-12-14,Delhivery,Hyderabad,Jaipur,West,Road,Express,12.01,665,986.5,5,5,Delivered,0
SHP100639,2025-12-15,BlueDart,Hyderabad,Pune,North,Rail,Standard,12.0,1069,1046.53,7,8,Delivered,0
SHP100640,2025-12-15,Delhivery,Chennai,Pune,East,Air,Standard,19.97,1211,1787.68,3,3,Delivered,0
SHP100641,2025-12-16,BlueDart,Bengaluru,Ahmedabad,Central,Rail,Standard,24.84,2249,1849.58,8,8,Delivered,0
SHP100642,2025-12-16,Delhivery,Bengaluru,Ahmedabad,East,Air,High,4.2,2144,1683.76,5,6,Delivered,0
SHP100643,2025-12-17,Delhivery,Bengaluru,Lucknow,East,Road,High,10.77,1299,1061.09,5,5,Delivered,0
SHP100644,2025-12-17,UPS,Hyderabad,Thiruvananthapuram,North,Road,Standard,1.23,2454,1304.54,6,8,Delivered,0
SHP100645,2025-12-18,Delhivery,Hyderabad,Lucknow,North,Air,Standard,7.66,397,963.3,3,3,Delivered,0
SHP100646,2025-12-18,FedEx,Mumbai,Thiruvananthapuram,North,Air,Standard,8.99,1582,1585.81,4,6,Delivered,0
SHP100647,2025-12-19,UPS,Chennai,Jaipur,South,Air,Standard,3.16,2114,1508.86,5,5,Delivered,0
SHP100648,2025-12-19,Delhivery,Delhi,Lucknow,West,Road,Standard,4.0,2122,1222.87,7,7,Delivered,0
SHP100649,2025-12-20,DHL,Mumbai,Lucknow,South,Road,Standard,12.05,582,857.34,4,5,Delivered,0
SHP100650,2025-12-21,FedEx,Kolkata,Kochi,West,Road,Express,9.14,2102,1241.81,6,7,Delivered,0
SHP100651,2025-12-21,FedEx,Hyderabad,Pune,West,Air,Standard,18.39,198,1207.86,3,2,Delivered,0
SHP100652,2025-12-22,FedEx,Mumbai,Ahmedabad,East,Air,High,17.06,789,1416.58,2,2,Delivered,0
SHP100653,2025-12-22,UPS,Chennai,Lucknow,East,Road,Express,1.58,124,270.21,5,6,Delivered,0
SHP100654,2025-12-23,Delhivery,Kolkata,Ahmedabad,West,Air,Standard,4.53,393,842.2,3,3,Delivered,0
SHP100655,2025-12-23,Delhivery,Mumbai,Thiruvananthapuram,West,Sea,Express,2.89,497,497.71,9,10,Delivered,0
SHP100656,2025-12-24,DHL,Chennai,Lucknow,South,Rail,Express,11.07,1181,1060.79,8,8,Delivered,0
SHP100657,2025-12-24,DHL,Chennai,Thiruvananthapuram,South,Road,Standard,8.19,405,654.11,4,5,Delivered,0
SHP100658,2025-12-25,FedEx,Hyderabad,Lucknow,East,Road,Standard,3.06,1519,804.67,5,5,Delivered,0
SHP100659,2025-12-25,DHL,Delhi,Jaipur,North,Rail,High,3.46,2066,1248.96,8,8,Delivered,0
SHP100660,2025-12-26,UPS,Mumbai,Kochi,West,Air,Standard,14.72,2341,2129.73,3,3,Delivered,0
SHP100661,2025-12-27,Delhivery,Chennai,Thiruvananthapuram,South,Air,Standard,4.93,153,804.26,2,2,Delivered,0
SHP100662,2025-12-27,FedEx,Bengaluru,Pune,East,Air,Standard,1.05,1682,1262.12,5,6,Delivered,0
SHP100663,2025-12-28,DHL,Chennai,Pune,South,Rail,Express,2.83,588,512.19,7,8,Delivered,0
SHP100664,2025-12-28,UPS,Delhi,Jaipur,West,Air,Express,20.8,2459,2295.73,4,3,Delivered,0
SHP100665,2025-12-29,UPS,Chennai,Jaipur,West,Road,High,12.83,767,882.96,6,7,Delivered,0
SHP100666,2025-12-29,DHL,Hyderabad,Pune,Central,Sea,Standard,2.38,736,435.9,10,12,Delivered,0
SHP100667,2025-12-30,Delhivery,Mumbai,Thiruvananthapuram,North,Rail,Standard,7.66,1622,1156.86,8,8,Delivered,0
SHP100668,2025-12-30,DHL,Hyderabad,Pune,Central,Road,Standard,12.32,1372,968.44,5,5,Delivered,0
SHP100669,2025-12-31,FedEx,Mumbai,Kochi,East,Air,Express,1.56,1479,1401.19,4,4,Delivered,0
SHP100670,2025-12-31,DHL,Kolkata,Lucknow,South,Rail,Standard,13.22,1632,1358.35,9,8,Delivered,0
SHP100671,2026-01-01,UPS,Mumbai,Kochi,East,Road,Standard,9.08,1155,970.41,5,6,Delivered,0
SHP100672,2026-01-02,DHL,Kolkata,Pune,West,Air,Standard,3.82,404,911.83,2,2,Delivered,0
